name,group,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,ID
"TITLE: Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis WORDS: new, users, use, design, visualizations, interactive, used, space, large, novel",Cumulative Heat Diffusion Using Volume Gradient Operator for Volume Analysis,8,10,6,7,4,1,2,5,3,9,109
"TITLE: A Novel Approach to Visualizing Dark Matter Simulations WORDS: users, use, design, visualizations, interactive, space, large, used, new, flow",A Novel Approach to Visualizing Dark Matter Simulations,5,2,7,8,3,9,10,4,6,1,110
"TITLE: Visual Data Analysis as an Integral Part of Environmental Management WORDS: new, users, use, design, visualizations, interactive, space, large, novel, different",Visual Data Analysis as an Integral Part of Environmental Management,8,4,7,2,1,3,5,10,6,9,111
"TITLE: Evaluation of Fast-Forward Video Visualization WORDS: users, use, design, visualizations, interactive, flow, tasks, new, different, study",Evaluation of Fast-Forward Video Visualization,8,7,3,2,6,9,10,5,4,1,112
"TITLE: Human Computation in Visualization: Using Purpose Driven Games for Robust Evaluation of Visualization Algorithms WORDS: volume, new, used, users, use, design, visualizations, interactive, novel, different",Human Computation in Visualization: Using Purpose Driven Games for Robust Evaluation of Visualization Algorithms,1,3,4,5,9,2,10,7,6,8,113
"TITLE: Evaluation of Multivariate Visualization on a Multivariate Task WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Evaluation of Multivariate Visualization on a Multivariate Task,2,9,8,10,6,3,7,4,5,1,114
"TITLE: A Data-Driven Approach to Hue-Preserving Color-Blending WORDS: used, users, use, design, visualizations, interactive, new, volume, different, study",A Data-Driven Approach to Hue-Preserving Color-Blending,8,1,10,7,9,4,6,2,5,3,115
"TITLE: Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization WORDS: new, users, use, design, visualizations, interactive, volume, novel, different, study",Effects of Stereo and Screen Size on the Legibility of Three-Dimensional Streamtube Visualization,2,3,7,9,1,5,4,6,10,8,116
"TITLE: Analysis of Streamline Separation at Infinity Using Time-Discrete Markov Chains WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Analysis of Streamline Separation at Infinity Using Time-Discrete Markov Chains,10,4,6,9,8,1,5,3,7,2,117
"TITLE: Derived Metric Tensors for Flow Surface Visualization WORDS: users, use, design, visualizations, interactive, used, different, study, technique, time",Derived Metric Tensors for Flow Surface Visualization,5,1,4,9,8,7,6,2,3,10,118
"TITLE: Lagrangian Coherent Structures for Design Analysis of Revolving Doors WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Lagrangian Coherent Structures for Design Analysis of Revolving Doors,5,1,7,3,6,4,10,2,9,8,119
"TITLE: Turbulence Visualization at the Terascale on Desktop PCs WORDS: users, use, design, visualizations, interactive, space, large, volume, new, used",Turbulence Visualization at the Terascale on Desktop PCs,7,8,9,6,2,5,1,4,10,3,120
"TITLE: Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Automatic Detection and Visualization of Qualitative Hemodynamic Characteristics in Cerebral Aneurysms,3,7,10,9,1,5,8,4,2,6,121
"TITLE: Visualization of Astronomical Nebulae via Distributed Multi-GPU Compressed Sensing Tomography WORDS: new, used, users, use, design, visualizations, interactive, space, large, flow",Visualization of Astronomical Nebulae via Distributed Multi-GPU Compressed Sensing Tomography,8,1,7,6,2,10,3,9,4,5,122
"TITLE: Visualization of Flow Behavior in Earth Mantle Convection WORDS: users, use, design, visualizations, interactive, flow, tasks, volume, used, new",Visualization of Flow Behavior in Earth Mantle Convection,1,8,3,7,9,10,2,4,6,5,123
"TITLE: Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements WORDS: new, users, use, design, visualizations, interactive, space, large, novel, used",Interactive Retro-Deformation of Terrain for Reconstructing 3D Fault Displacements,5,6,9,4,1,8,10,7,3,2,124
"TITLE: A Visual Analysis Concept for the Validation of Geoscientific Simulation Models WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",A Visual Analysis Concept for the Validation of Geoscientific Simulation Models,5,2,3,8,1,9,7,4,6,10,125
"TITLE: SeiVis: An Interactive Visual Subsurface Modeling Application WORDS: used, space, large, users, use, design, visualizations, interactive, new, different",SeiVis: An Interactive Visual Subsurface Modeling Application,8,10,6,4,1,2,7,5,9,3,126
"TITLE: WYSIWYP: What You See Is What You Pick WORDS: users, use, design, visualizations, interactive, used, new, flow, tasks, different",WYSIWYP: What You See Is What You Pick,3,6,5,4,9,1,2,7,8,10,127
"TITLE: Efficient Structure-Aware Selection Techniques for 3D Point Cloud Visualizations with 2DOF Input WORDS: users, use, design, visualizations, interactive, space, large, new, different, study",Efficient Structure-Aware Selection Techniques for 3D Point Cloud Visualizations with 2DOF Input,1,3,10,6,9,5,4,7,2,8,128
"TITLE: Sketching Uncertainty into Simulations WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Sketching Uncertainty into Simulations,1,7,8,4,10,5,3,6,2,9,129
"TITLE: A Perceptual-Statistics Shading Model WORDS: users, use, design, visualizations, interactive, volume, used, new, different, study",A Perceptual-Statistics Shading Model,3,1,9,7,2,5,4,6,10,8,130
"TITLE: Visual Steering and Verification of Mass Spectrometry Data Factorization in Air Quality Research WORDS: volume, used, flow, tasks, users, use, design, visualizations, interactive, new",Visual Steering and Verification of Mass Spectrometry Data Factorization in Air Quality Research,4,6,8,10,1,5,3,9,7,2,131
"TITLE: Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Interactive Volume Exploration of Petascale Microscopy Data Streams Using a Visualization-Driven Virtual Memory Approach,10,1,5,4,2,8,3,9,6,7,132
"TITLE: An Adaptive Prediction-Based Approach to Lossless Compression of Floating-Point Volume Data WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",An Adaptive Prediction-Based Approach to Lossless Compression of Floating-Point Volume Data,10,7,1,5,9,3,4,6,8,2,133
"TITLE: On the Interpolation of Data with Normally Distributed Uncertainty for Visualization WORDS: used, users, use, design, visualizations, interactive, new, flow, tasks, space",On the Interpolation of Data with Normally Distributed Uncertainty for Visualization,6,3,9,8,4,1,5,10,2,7,134
"TITLE: Coherency-Based Curve Compression for High-Order finite Element Model Visualization WORDS: new, users, use, design, visualizations, interactive, novel, used, volume, different",Coherency-Based Curve Compression for High-Order finite Element Model Visualization,1,7,5,6,4,3,9,2,10,8,135
"TITLE: ElVis: A System for the Accurate and Interactive Visualization of High-Order finite Element Solutions WORDS: new, users, use, design, visualizations, interactive, novel, space, large, volume",ElVis: A System for the Accurate and Interactive Visualization of High-Order finite Element Solutions,8,4,6,9,1,10,3,2,5,7,136
"TITLE: Fuzzy Volume Rendering WORDS: new, space, large, users, use, design, visualizations, interactive, used, novel",Fuzzy Volume Rendering,7,3,9,4,5,1,6,8,10,2,137
"TITLE: Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization WORDS: users, use, design, visualizations, interactive, new, used, different, study, technique",Automatic Tuning of Spatially Varying Transfer Functions for Blood Vessel Visualization,8,1,2,10,5,6,7,4,3,9,138
"TITLE: Hierarchical Exploration of Volumes Using Multilevel Segmentation of the Intensity-Gradient Histograms WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Hierarchical Exploration of Volumes Using Multilevel Segmentation of the Intensity-Gradient Histograms,1,2,6,9,8,4,10,3,7,5,139
"TITLE: Historygrams: Enabling Interactive Global Illumination in Direct Volume Rendering using Photon Mapping WORDS: new, users, use, design, visualizations, interactive, novel, volume, different, study",Historygrams: Enabling Interactive Global Illumination in Direct Volume Rendering using Photon Mapping,3,4,8,9,2,1,7,5,10,6,140
"TITLE: Structure-Aware Lighting Design for Volume Visualization WORDS: users, use, design, visualizations, interactive, new, volume, different, study, technique",Structure-Aware Lighting Design for Volume Visualization,10,2,3,9,1,6,8,5,4,7,141
"TITLE: Multivariate Data Analysis Using Persistence-Based filtering and Topological Signatures WORDS: volume, used, space, large, users, use, design, visualizations, interactive, flow",Multivariate Data Analysis Using Persistence-Based filtering and Topological Signatures,1,4,9,6,7,2,8,5,3,10,142
"TITLE: Surface-Based Structure Analysis and Visualization for Multifield Time-Varying Datasets WORDS: new, novel, space, large, users, use, design, visualizations, interactive, volume",Surface-Based Structure Analysis and Visualization for Multifield Time-Varying Datasets,6,1,10,5,4,7,9,3,8,2,143
"TITLE: How Capacity Limits of Attention Influence Information Visualization Effectiveness WORDS: used, new, volume, users, use, design, visualizations, interactive, space, large",How Capacity Limits of Attention Influence Information Visualization Effectiveness,8,2,7,6,4,3,1,5,9,10,144
"TITLE: Different Strokes for Different Folks: Visual Presentation Design between Disciplines WORDS: new, users, use, design, visualizations, interactive, volume, novel, used, space",Different Strokes for Different Folks: Visual Presentation Design between Disciplines,2,7,5,6,9,4,10,1,3,8,145
"TITLE: Does an Eye Tracker Tell the Truth about Visualizations?: findings while Investigating Visualizations for Decision Making WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Does an Eye Tracker Tell the Truth about Visualizations?: findings while Investigating Visualizations for Decision Making,5,1,8,4,2,10,7,3,6,9,146
"TITLE: Design Study Methodology: Reflections from the Trenches and the Stacks WORDS: new, volume, space, large, used, users, use, design, visualizations, interactive",Design Study Methodology: Reflections from the Trenches and the Stacks,5,1,7,9,4,3,10,6,8,2,147
"TITLE: Graphical Tests for Power Comparison of Competing Designs WORDS: users, use, design, visualizations, interactive, space, large, new, different, study",Graphical Tests for Power Comparison of Competing Designs,6,2,1,3,10,7,9,5,4,8,148
"TITLE: A User Study on Curved Edges in Graph Visualization WORDS: new, users, use, design, visualizations, interactive, used, novel, different, study",A User Study on Curved Edges in Graph Visualization,5,2,7,10,6,1,9,8,4,3,149
"TITLE: Compressed Adjacency Matrices: Untangling Gene Regulatory Networks WORDS: users, use, design, visualizations, interactive, new, used, different, study, technique",Compressed Adjacency Matrices: Untangling Gene Regulatory Networks,9,2,4,1,8,3,10,7,5,6,150
"TITLE: Visualizing Network Traffic to Understand the Performance of Massively Parallel Simulations WORDS: users, use, design, visualizations, interactive, new, space, large, different, study",Visualizing Network Traffic to Understand the Performance of Massively Parallel Simulations,5,1,9,2,10,4,8,3,7,6,151
"TITLE: Memorability of Visual Features in Network Diagrams WORDS: users, use, design, visualizations, interactive, new, used, different, study, technique",Memorability of Visual Features in Network Diagrams,8,3,6,9,2,1,4,5,10,7,152
"TITLE: Interactive Level-of-Detail Rendering of Large Graphs WORDS: new, users, use, design, visualizations, interactive, novel, different, study, technique",Interactive Level-of-Detail Rendering of Large Graphs,6,8,4,10,7,2,9,3,1,5,153
"TITLE: Visual Semiotics & Uncertainty Visualization: An Empirical Study WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Visual Semiotics & Uncertainty Visualization: An Empirical Study,2,7,9,10,3,1,6,8,4,5,154
"TITLE: Comparing Clusterings Using Bertin's Idea WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Comparing Clusterings Using Bertin's Idea,1,8,3,9,5,2,7,6,10,4,155
"TITLE: Perception of Visual Variables on Tiled Wall-Sized Displays for Information Visualization Applications WORDS: users, use, design, visualizations, interactive, new, space, large, different, study",Perception of Visual Variables on Tiled Wall-Sized Displays for Information Visualization Applications,6,2,9,3,5,4,10,8,7,1,156
"TITLE: Visualizing Flow of Uncertainty through Analytical Processes WORDS: new, novel, users, use, design, visualizations, interactive, space, large, used",Visualizing Flow of Uncertainty through Analytical Processes,10,7,1,3,4,6,8,5,9,2,157
"TITLE: Assessing the Effect of Visualizations on Bayesian Reasoning through Crowdsourcing WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Assessing the Effect of Visualizations on Bayesian Reasoning through Crowdsourcing,2,1,3,9,5,7,8,10,4,6,158
"TITLE: Organizing Search Results with a Reference Map WORDS: users, use, design, visualizations, interactive, space, large, used, volume, new",Organizing Search Results with a Reference Map,7,2,10,1,6,4,3,8,5,9,159
"TITLE: Spatial Text Visualization Using Automatic Typographic Maps WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Spatial Text Visualization Using Automatic Typographic Maps,8,10,7,5,4,3,9,2,6,1,160
"TITLE: Stacking-Based Visualization of Trajectory Attribute Data WORDS: users, use, design, visualizations, interactive, new, space, large, used, flow",Stacking-Based Visualization of Trajectory Attribute Data,2,4,10,6,8,5,3,9,7,1,161
"TITLE: Adaptive Composite Map Projections WORDS: users, use, design, visualizations, interactive, used, volume, new, space, large",Adaptive Composite Map Projections,5,2,3,8,4,6,7,1,9,10,162
"TITLE: Algorithms for Labeling Focus Regions WORDS: users, use, design, visualizations, interactive, volume, new, different, study, technique",Algorithms for Labeling Focus Regions,3,6,8,1,2,4,9,7,5,10,163
"TITLE: Capturing the Design Space of Sequential Space-filling Layouts WORDS: users, use, design, visualizations, interactive, flow, tasks, new, different, study",Capturing the Design Space of Sequential Space-filling Layouts,10,1,7,6,2,5,9,4,3,8,164
"TITLE: Taxonomy-Based Glyph Design---with a Case Study on Visualizing Workflows of Biological Experiments WORDS: used, users, use, design, visualizations, interactive, volume, space, large, new",Taxonomy-Based Glyph Design---with a Case Study on Visualizing Workflows of Biological Experiments,1,5,8,7,10,6,3,9,4,2,165
"TITLE: An Empirical Model of Slope Ratio Comparisons WORDS: users, use, design, visualizations, interactive, space, large, used, flow, tasks",An Empirical Model of Slope Ratio Comparisons,9,5,10,7,8,6,4,3,2,1,166
"TITLE: Representative Factor Generation for the Interactive Visual Analysis of High-Dimensional Data WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Representative Factor Generation for the Interactive Visual Analysis of High-Dimensional Data,5,1,3,8,7,6,10,2,4,9,167
"TITLE: Graphical Overlays: Using Layered Elements to Aid Chart Reading WORDS: used, users, use, design, visualizations, interactive, new, different, study, technique",Graphical Overlays: Using Layered Elements to Aid Chart Reading,9,10,1,2,8,7,5,6,4,3,168
"TITLE: Facilitating Discourse Analysis with Interactive Visualization WORDS: new, novel, volume, space, large, flow, tasks, users, use, design",Facilitating Discourse Analysis with Interactive Visualization,10,3,9,5,8,4,1,7,6,2,169
"TITLE: Whisper: Tracing the Spatiotemporal Process of Information Diffusion in Real Time WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Whisper: Tracing the Spatiotemporal Process of Information Diffusion in Real Time,1,5,3,6,7,4,10,8,9,2,170
"TITLE:  WORDS: used, users, use, design, visualizations, interactive, volume, new, space, large",,10,9,1,2,6,7,8,4,3,5,171
"TITLE: RankExplorer: Visualization of Ranking Changes in Large Time Series Data WORDS: users, use, design, visualizations, interactive, new, used, different, study, technique",RankExplorer: Visualization of Ranking Changes in Large Time Series Data,3,4,9,1,5,8,6,7,2,10,172
"TITLE: Design Considerations for Optimizing Storyline Visualizations WORDS: new, users, use, design, visualizations, interactive, novel, volume, space, large",Design Considerations for Optimizing Storyline Visualizations,1,8,5,6,7,9,10,3,2,4,173
"TITLE: Beyond Mouse and Keyboard: Expanding Design Considerations for Information Visualization Interactions WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Beyond Mouse and Keyboard: Expanding Design Considerations for Information Visualization Interactions,10,3,5,4,1,6,7,2,8,9,174
"TITLE: Intelligent Graph Layout Using Many Users' Input WORDS: new, users, use, design, visualizations, interactive, novel, different, study, technique",Intelligent Graph Layout Using Many Users' Input,2,9,5,1,3,6,10,4,7,8,175
"TITLE: PivotPaths: Strolling through Faceted Information Spaces WORDS: new, users, use, design, visualizations, interactive, novel, used, different, study",PivotPaths: Strolling through Faceted Information Spaces,2,3,9,5,4,1,7,10,6,8,176
"TITLE: Interaction Support for Visual Comparison Inspired by Natural Behavior WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Interaction Support for Visual Comparison Inspired by Natural Behavior,2,9,8,4,5,3,7,10,6,1,177
"TITLE: RelEx: Visualization for Actively Changing Overlay Network Specifications WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",RelEx: Visualization for Actively Changing Overlay Network Specifications,9,3,7,1,8,2,4,10,5,6,178
"TITLE: Evaluating the Effect of Style in Information Visualization WORDS: new, users, use, design, visualizations, interactive, volume, space, large, novel",Evaluating the Effect of Style in Information Visualization,3,4,7,8,10,5,6,1,9,2,179
"TITLE: Sketchy Rendering for Information Visualization WORDS: users, use, design, visualizations, interactive, used, new, different, study, technique",Sketchy Rendering for Information Visualization,6,3,1,5,2,10,7,8,9,4,180
"TITLE: An Empirical Study on Using Visual Embellishments in Visualization WORDS: users, use, design, visualizations, interactive, volume, different, study, technique, time",An Empirical Study on Using Visual Embellishments in Visualization,7,5,1,9,2,8,4,3,10,6,181
"TITLE: Evaluating Sketchiness as a Visual Variable for the Depiction of Qualitative Uncertainty WORDS: new, volume, users, use, design, visualizations, interactive, used, space, large",Evaluating Sketchiness as a Visual Variable for the Depiction of Qualitative Uncertainty,7,6,9,4,1,2,8,5,3,10,182
"TITLE: Understanding Pen and Touch Interaction for Data Exploration on Interactive Whiteboards WORDS: users, use, design, visualizations, interactive, volume, used, new, different, study",Understanding Pen and Touch Interaction for Data Exploration on Interactive Whiteboards,6,7,1,8,3,2,5,4,9,10,183
"TITLE: The DeepTree Exhibit: Visualizing the Tree of Life to Facilitate Informal Learning WORDS: new, users, use, design, visualizations, interactive, volume, novel, different, study",The DeepTree Exhibit: Visualizing the Tree of Life to Facilitate Informal Learning,8,4,9,1,7,2,10,5,6,3,184
"TITLE: Living Liquid: Design and Evaluation of an Exploratory Visualization Tool for Museum Visitors WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Living Liquid: Design and Evaluation of an Exploratory Visualization Tool for Museum Visitors,2,8,3,6,10,4,7,9,5,1,185
"TITLE: Visualizing Student Histories Using Clustering and Composition WORDS: users, use, design, visualizations, interactive, used, different, study, technique, time",Visualizing Student Histories Using Clustering and Composition,3,6,8,7,10,2,5,1,9,4,186
"TITLE: SnapShot: Visualization to Propel Ice Hockey Analytics WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",SnapShot: Visualization to Propel Ice Hockey Analytics,10,1,8,7,3,4,9,2,5,6,187
"TITLE: Scatter/Gather Clustering: Flexibly Incorporating User Feedback to Steer Clustering Results WORDS: used, users, use, design, visualizations, interactive, volume, new, different, study",Scatter/Gather Clustering: Flexibly Incorporating User Feedback to Steer Clustering Results,6,8,2,9,5,4,10,7,1,3,188
"TITLE: Visual Classifier Training for Text Document Retrieval WORDS: volume, new, users, use, design, visualizations, interactive, space, large, used",Visual Classifier Training for Text Document Retrieval,5,2,6,4,8,7,10,3,9,1,189
"TITLE: Reinventing the Contingency Wheel: Scalable Visual Analytics of Large Categorical Data WORDS: users, use, design, visualizations, interactive, space, large, flow, tasks, used",Reinventing the Contingency Wheel: Scalable Visual Analytics of Large Categorical Data,10,9,7,1,3,5,2,8,6,4,190
"TITLE: An Affordance-Based Framework for Human Computation and Human-Computer Collaboration WORDS: users, use, design, visualizations, interactive, volume, space, large, used, different",An Affordance-Based Framework for Human Computation and Human-Computer Collaboration,1,4,2,8,9,5,7,6,10,3,191
"TITLE: Examining the Use of a Visual Analytics System for Sensemaking Tasks: Case Studies with Domain Experts WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Examining the Use of a Visual Analytics System for Sensemaking Tasks: Case Studies with Domain Experts,1,8,4,5,6,7,10,2,3,9,192
"TITLE: Semantic Interaction for Sensemaking: Inferring Analytical Reasoning for Model Steering WORDS: users, use, design, visualizations, interactive, space, large, new, different, study",Semantic Interaction for Sensemaking: Inferring Analytical Reasoning for Model Steering,3,5,8,10,9,1,6,2,7,4,193
"TITLE: Visual Analytics Methodology for Eye Movement Studies WORDS: new, users, use, design, visualizations, interactive, used, novel, flow, tasks",Visual Analytics Methodology for Eye Movement Studies,10,9,3,2,6,1,5,7,8,4,194
"TITLE: A Visual Analytics Approach to Multiscale Exploration of Environmental Time Series WORDS: users, use, design, visualizations, interactive, new, space, large, different, study",A Visual Analytics Approach to Multiscale Exploration of Environmental Time Series,2,5,10,8,4,3,6,9,1,7,195
"TITLE: The User Puzzle---Explaining the Interaction with Visual Analytics Systems WORDS: new, novel, users, use, design, visualizations, interactive, volume, different, study",The User Puzzle---Explaining the Interaction with Visual Analytics Systems,2,5,4,8,3,1,10,9,7,6,196
"TITLE: Enterprise Data Analysis and Visualization: An Interview Study WORDS: new, users, use, design, visualizations, interactive, space, large, novel, volume",Enterprise Data Analysis and Visualization: An Interview Study,3,6,10,7,1,8,9,5,2,4,197
"TITLE: Visual cluster exploration of web clickstream data WORDS: new, volume, users, use, design, visualizations, interactive, novel, flow, tasks",Visual cluster exploration of web clickstream data,1,8,7,10,3,9,5,6,2,4,198
"TITLE: An adaptive parameter space-filling algorithm for highly interactive cluster exploration WORDS: new, users, use, design, visualizations, interactive, used, volume, novel, space",An adaptive parameter space-filling algorithm for highly interactive cluster exploration,2,9,10,5,4,1,8,7,3,6,199
"TITLE: Inter-active learning of ad-hoc classifiers for video visual analytics WORDS: used, new, users, use, design, visualizations, interactive, flow, tasks, novel",Inter-active learning of ad-hoc classifiers for video visual analytics,3,5,8,2,1,10,4,6,7,9,200
"TITLE: A correlative analysis process in a visual analytics environment WORDS: users, use, design, visualizations, interactive, used, new, different, study, technique",A correlative analysis process in a visual analytics environment,4,10,6,3,1,9,2,5,7,8,201
"TITLE: Visual pattern discovery using random projections WORDS: new, users, use, design, visualizations, interactive, space, large, flow, tasks",Visual pattern discovery using random projections,2,7,6,3,10,8,9,4,1,5,202
"TITLE: iLAMP: Exploring high-dimensional spacing through backward multidimensional projection WORDS: new, space, large, volume, used, users, use, design, visualizations, interactive",iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,6,1,4,7,9,10,8,3,2,5,203
"TITLE: Subspace search and visualization to make sense of alternative clusterings in high-dimensional data WORDS: new, users, use, design, visualizations, interactive, novel, volume, different, study",Subspace search and visualization to make sense of alternative clusterings in high-dimensional data,5,6,10,9,7,1,8,4,3,2,204
"TITLE:  WORDS: new, flow, tasks, used, users, use, design, visualizations, interactive, novel",,2,8,10,7,5,1,4,3,9,6,205
"TITLE: Dis-function: Learning distance functions interactively WORDS: new, space, large, novel, users, use, design, visualizations, interactive, volume",Dis-function: Learning distance functions interactively,5,6,7,1,10,8,9,2,4,3,206
"TITLE: LeadLine: Interactive visual analysis of text data through event identification and exploration WORDS: users, use, design, visualizations, interactive, used, new, space, large, different",LeadLine: Interactive visual analysis of text data through event identification and exploration,8,7,10,2,6,3,4,1,9,5,207
"TITLE: Relative N-gram signatures: Document visualization at the level of character N-grams WORDS: new, users, use, design, visualizations, interactive, novel, different, study, technique",Relative N-gram signatures: Document visualization at the level of character N-grams,5,8,4,7,10,1,2,6,9,3,208
"TITLE: The Deshredder: A visual analytic approach to reconstructing shredded documents WORDS: used, new, users, use, design, visualizations, interactive, space, large, volume",The Deshredder: A visual analytic approach to reconstructing shredded documents,8,4,2,9,7,5,10,3,6,1,209
"TITLE:  WORDS: new, used, users, use, design, visualizations, interactive, volume, novel, space",,6,5,10,2,8,3,7,1,9,4,210
"TITLE: SocialNetSense: Supporting sensemaking of social and structural features in networks with interactive visualization WORDS: new, users, use, design, visualizations, interactive, space, large, novel, flow",SocialNetSense: Supporting sensemaking of social and structural features in networks with interactive visualization,1,6,5,10,7,4,9,2,8,3,211
"TITLE: Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition WORDS: new, novel, users, use, design, visualizations, interactive, flow, tasks, volume",Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,1,2,5,6,3,8,9,4,10,7,212
"TITLE: AlVis: Situation awareness in the surveillance of road tunnels WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",AlVis: Situation awareness in the surveillance of road tunnels,3,2,5,9,6,10,7,8,4,1,213
"TITLE: Smart super views---A knowledge-assisted interface for medical visualization WORDS: users, use, design, visualizations, interactive, volume, new, different, study, technique",Smart super views---A knowledge-assisted interface for medical visualization,6,2,10,3,4,1,5,9,7,8,214
"TITLE: Visual analytics for the big data era---A comparative review of state-of-the-art commercial systems WORDS: users, use, design, visualizations, interactive, flow, tasks, new, used, different",Visual analytics for the big data era---A comparative review of state-of-the-art commercial systems,7,1,10,5,9,3,8,4,2,6,215
"TITLE: Visual analytics methods for categoric spatio-temporal data WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Visual analytics methods for categoric spatio-temporal data,10,3,4,5,9,1,2,8,7,6,216
"TITLE: Watch this: A taxonomy for dynamic data visualization WORDS: new, users, use, design, visualizations, interactive, used, novel, different, study",Watch this: A taxonomy for dynamic data visualization,4,3,7,9,1,2,10,8,5,6,217
"TITLE: Information retrieval failure analysis: Visual analytics as a support for interactive &#x201C;what-if&#x201D; investigation WORDS: used, users, use, design, visualizations, interactive, new, space, large, volume",Information retrieval failure analysis: Visual analytics as a support for interactive &#x201C;what-if&#x201D; investigation,6,7,8,4,1,9,5,2,10,3,218
"TITLE: A visual analytics approach to understanding cycling behaviour WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",A visual analytics approach to understanding cycling behaviour,1,3,6,4,5,2,10,7,8,9,219
"TITLE: Matrix-based visual correlation analysis on large timeseries data WORDS: new, users, use, design, visualizations, interactive, novel, volume, different, study",Matrix-based visual correlation analysis on large timeseries data,2,9,10,6,8,3,7,5,4,1,220
"TITLE: Feature-similarity visualization of MRI cortical surface data WORDS: users, use, design, visualizations, interactive, used, different, study, technique, time",Feature-similarity visualization of MRI cortical surface data,9,3,5,10,2,1,6,8,4,7,221
"TITLE: Augmenting visual representation of affectively charged information using sound graphs WORDS: users, use, design, visualizations, interactive, volume, different, study, technique, time",Augmenting visual representation of affectively charged information using sound graphs,4,1,5,8,7,2,9,6,10,3,222
"TITLE: Time-oriented visualization and anticipation WORDS: new, users, use, design, visualizations, interactive, space, large, flow, tasks",Time-oriented visualization and anticipation,8,9,3,4,1,5,2,10,6,7,223
"TITLE: Visualising variations in household energy consumption WORDS: users, use, design, visualizations, interactive, space, large, flow, tasks, different",Visualising variations in household energy consumption,9,2,3,5,7,6,8,4,10,1,224
"TITLE: Optimizing an SPT-tree for visual analytics WORDS: new, users, use, design, visualizations, interactive, space, large, volume, used",Optimizing an SPT-tree for visual analytics,10,5,8,7,2,1,6,4,9,3,225
"TITLE: Using translational science in visual analytics WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Using translational science in visual analytics,2,7,8,9,10,5,6,4,3,1,226
"TITLE: Incorporating GOMS analysis into the design of an EEG data visual analysis tool WORDS: volume, used, new, users, use, design, visualizations, interactive, space, large",Incorporating GOMS analysis into the design of an EEG data visual analysis tool,1,5,2,9,7,10,4,3,8,6,227
"TITLE: Exploring cyber physical data streams using Radial Pixel Visualizations WORDS: new, users, use, design, visualizations, interactive, volume, flow, tasks, novel",Exploring cyber physical data streams using Radial Pixel Visualizations,1,2,3,8,9,4,7,6,10,5,228
"TITLE: Exploring the impact of emotion on visual judgement WORDS: used, space, large, users, use, design, visualizations, interactive, new, different",Exploring the impact of emotion on visual judgement,8,1,9,3,4,7,10,5,6,2,229
"TITLE: Visualizing flows of images in social media WORDS: new, users, use, design, visualizations, interactive, space, large, novel, flow",Visualizing flows of images in social media,3,8,4,7,9,5,10,1,2,6,230
"TITLE: Using visual analytics to detect problems in datasets collected from photo-sharing services WORDS: new, users, use, design, visualizations, interactive, space, large, novel, different",Using visual analytics to detect problems in datasets collected from photo-sharing services,9,3,7,4,1,6,5,10,2,8,231
"TITLE: A generic model for the integration of interactive visualization and statistical computing using R WORDS: used, new, space, large, novel, users, use, design, visualizations, interactive",A generic model for the integration of interactive visualization and statistical computing using R,4,1,8,5,6,3,10,7,9,2,232
