name,group,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,ID
"TITLE: The spatiotemporal multivariate hypercube for discovery of patterns in event data WORDS: new, users, use, design, visualizations, interactive, flow, tasks, novel, volume",The spatiotemporal multivariate hypercube for discovery of patterns in event data,5,9,2,7,6,3,10,4,8,1,233
"TITLE: Priming Locus of Control to affect performance WORDS: space, large, new, users, use, design, visualizations, interactive, flow, tasks",Priming Locus of Control to affect performance,2,1,8,6,10,5,9,7,4,3,234
"TITLE: Visual exploration of local interest points in sets of time series WORDS: users, use, design, visualizations, interactive, volume, different, study, technique, time",Visual exploration of local interest points in sets of time series,2,1,5,4,10,9,7,6,8,3,235
"TITLE: Infographics at the Congressional Budget Office WORDS: used, new, volume, users, use, design, visualizations, interactive, novel, flow",Infographics at the Congressional Budget Office,9,3,5,8,1,7,6,2,10,4,236
"TITLE: A case study: Tracking and visualizing the evolution of dark matter halos and groups of satellite halos in cosmology simulations WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",A case study: Tracking and visualizing the evolution of dark matter halos and groups of satellite halos in cosmology simulations,7,2,6,9,3,1,4,5,10,8,237
"TITLE: VDQAM: A toolkit for database quality evaluation based on visual morphology WORDS: new, users, use, design, visualizations, interactive, used, volume, novel, space",VDQAM: A toolkit for database quality evaluation based on visual morphology,6,5,7,8,4,9,3,2,10,1,238
"TITLE: LensingWikipedia: Parsing text for the interactive visualization of human history WORDS: users, use, design, visualizations, interactive, new, used, volume, different, study",LensingWikipedia: Parsing text for the interactive visualization of human history,4,3,6,5,2,7,8,1,9,10,239
"TITLE: Saliency-Assisted Navigation of Very Large Landscape Images WORDS: new, novel, volume, users, use, design, visualizations, interactive, space, large",Saliency-Assisted Navigation of Very Large Landscape Images,1,3,9,2,7,10,4,5,8,6,240
"TITLE: Hierarchical Event Selection for Video Storyboards with a Case Study on Snooker Video Visualization WORDS: users, use, design, visualizations, interactive, volume, new, different, study, technique",Hierarchical Event Selection for Video Storyboards with a Case Study on Snooker Video Visualization,5,9,7,2,6,3,8,1,4,10,241
"TITLE: Artificial Defocus for Displaying Markers in Microscopy Z-Stacks WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Artificial Defocus for Displaying Markers in Microscopy Z-Stacks,3,8,10,4,6,1,2,5,7,9,242
"TITLE: Visualization of Topological Structures in Area-Preserving Maps WORDS: users, use, design, visualizations, interactive, used, different, study, technique, time",Visualization of Topological Structures in Area-Preserving Maps,4,1,10,6,5,8,9,2,7,3,243
"TITLE: Multi-Touch Table System for Medical Visualization: Application to Orthopedic Surgery Planning WORDS: used, users, use, design, visualizations, interactive, space, large, new, volume",Multi-Touch Table System for Medical Visualization: Application to Orthopedic Surgery Planning,2,4,7,8,9,5,1,10,6,3,244
"TITLE: Load-Balanced Parallel Streamline Generation on Large Scale Vector fields WORDS: new, users, use, design, visualizations, interactive, used, space, large, novel",Load-Balanced Parallel Streamline Generation on Large Scale Vector fields,8,1,5,10,6,4,7,2,9,3,245
"TITLE: Extinction-Based Shading and Illumination in GPU Volume Ray-Casting WORDS: flow, tasks, users, use, design, visualizations, interactive, volume, space, large",Extinction-Based Shading and Illumination in GPU Volume Ray-Casting,5,3,4,7,6,2,9,1,8,10,246
"TITLE: GPU-Based Interactive Cut-Surface Extraction From High-Order finite Element fields WORDS: new, novel, users, use, design, visualizations, interactive, space, large, used",GPU-Based Interactive Cut-Surface Extraction From High-Order finite Element fields,1,2,7,6,8,3,10,9,5,4,247
"TITLE: GPU-based Real-Time Approximation of the Ablation Zone for Radiofrequency Ablation WORDS: users, use, design, visualizations, interactive, new, space, large, different, study",GPU-based Real-Time Approximation of the Ablation Zone for Radiofrequency Ablation,2,5,4,10,9,6,8,1,3,7,248
"TITLE: Feature-Based Statistical Analysis of Combustion Simulation Data WORDS: users, use, design, visualizations, interactive, new, used, different, study, technique",Feature-Based Statistical Analysis of Combustion Simulation Data,7,5,2,6,9,1,4,8,3,10,249
"TITLE: Quasi Interpolation With Voronoi Splines WORDS: users, use, design, visualizations, interactive, new, volume, flow, tasks, different",Quasi Interpolation With Voronoi Splines,8,3,7,1,2,9,5,6,4,10,250
"TITLE: Topological Spines: A Structure-preserving Visual Representation of Scalar fields WORDS: users, use, design, visualizations, interactive, new, used, different, study, technique",Topological Spines: A Structure-preserving Visual Representation of Scalar fields,6,1,9,8,10,2,7,5,4,3,251
"TITLE: Towards Robust Topology of Sparsely Sampled Data WORDS: users, use, design, visualizations, interactive, space, large, new, volume, different",Towards Robust Topology of Sparsely Sampled Data,3,4,8,5,10,2,6,1,9,7,252
"TITLE: Visualization of AMR Data With Multi-Level Dual-Mesh Interpolation WORDS: volume, used, space, large, users, use, design, visualizations, interactive, new",Visualization of AMR Data With Multi-Level Dual-Mesh Interpolation,6,2,5,4,9,3,8,1,10,7,253
"TITLE: Nodes on Ropes: A Comprehensive Data and Control Flow for Steering Ensemble Simulations WORDS: new, space, large, flow, tasks, users, use, design, visualizations, interactive",Nodes on Ropes: A Comprehensive Data and Control Flow for Steering Ensemble Simulations,8,5,3,7,4,1,9,2,10,6,254
"TITLE:  WORDS: users, use, design, visualizations, interactive, new, volume, different, study, technique",,4,10,6,3,5,2,1,9,7,8,255
"TITLE: Tuner: Principled Parameter finding for Image Segmentation Algorithms Using Visual Response Surface Exploration WORDS: space, large, used, new, users, use, design, visualizations, interactive, novel",Tuner: Principled Parameter finding for Image Segmentation Algorithms Using Visual Response Surface Exploration,1,5,10,4,7,6,9,3,8,2,256
"TITLE: Branching and Circular Features in High Dimensional Data WORDS: users, use, design, visualizations, interactive, used, new, flow, tasks, different",Branching and Circular Features in High Dimensional Data,8,3,7,9,6,4,10,5,2,1,257
"TITLE: Features in Continuous Parallel Coordinates WORDS: used, users, use, design, visualizations, interactive, flow, tasks, new, volume",Features in Continuous Parallel Coordinates,1,3,7,2,4,8,10,9,6,5,258
"TITLE: About the Influence of Illumination Models on Image Comprehension in Direct Volume Rendering WORDS: flow, tasks, space, large, users, use, design, visualizations, interactive, used",About the Influence of Illumination Models on Image Comprehension in Direct Volume Rendering,1,4,6,8,9,7,3,2,10,5,259
"TITLE: Automatic Transfer Functions Based on Informational Divergence WORDS: users, use, design, visualizations, interactive, used, space, large, flow, tasks",Automatic Transfer Functions Based on Informational Divergence,1,3,6,5,8,4,7,10,9,2,260
"TITLE: The Effect of Colour and Transparency on the Perception of Overlaid Grids WORDS: new, users, use, design, visualizations, interactive, novel, flow, tasks, used",The Effect of Colour and Transparency on the Perception of Overlaid Grids,8,10,7,9,3,1,5,6,2,4,261
"TITLE: Flow Radar Glyphs&amp;#8212;Static Visualization of Unsteady Flow with Uncertainty WORDS: used, flow, tasks, users, use, design, visualizations, interactive, space, large",Flow Radar Glyphs&amp;#8212;Static Visualization of Unsteady Flow with Uncertainty,8,7,10,9,5,6,4,2,1,3,262
"TITLE: iView: A Feature Clustering Framework for Suggesting Informative Views in Volume Visualization WORDS: flow, tasks, new, users, use, design, visualizations, interactive, used, volume",iView: A Feature Clustering Framework for Suggesting Informative Views in Volume Visualization,5,9,4,6,8,1,7,2,10,3,263
"TITLE: Volume Analysis Using Multimodal Surface Similarity WORDS: users, use, design, visualizations, interactive, new, used, different, study, technique",Volume Analysis Using Multimodal Surface Similarity,2,7,10,4,9,6,5,3,1,8,264
"TITLE: Asymmetric Tensor field Visualization for Surfaces WORDS: new, users, use, design, visualizations, interactive, used, novel, space, large",Asymmetric Tensor field Visualization for Surfaces,7,3,10,8,9,1,6,2,4,5,265
"TITLE: An Interactive Local Flattening Operator to Support Digital Investigations on Artwork Surfaces WORDS: new, users, use, design, visualizations, interactive, used, volume, novel, different",An Interactive Local Flattening Operator to Support Digital Investigations on Artwork Surfaces,8,5,6,3,4,2,9,10,7,1,266
"TITLE: Context Preserving Maps of Tubular Structures WORDS: users, use, design, visualizations, interactive, flow, tasks, different, study, technique",Context Preserving Maps of Tubular Structures,9,7,5,4,3,2,10,6,8,1,267
"TITLE: Authalic Parameterization of General Surfaces Using Lie Advection WORDS: new, users, use, design, visualizations, interactive, flow, tasks, volume, space",Authalic Parameterization of General Surfaces Using Lie Advection,5,7,8,10,6,3,1,4,9,2,268
"TITLE: TransGraph: Hierarchical Exploration of Transition Relationships in Time-Varying Volumetric Data WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",TransGraph: Hierarchical Exploration of Transition Relationships in Time-Varying Volumetric Data,5,3,8,2,9,6,10,1,7,4,269
"TITLE: Voronoi-Based Extraction and Visualization of Molecular Paths WORDS: volume, users, use, design, visualizations, interactive, new, used, flow, tasks",Voronoi-Based Extraction and Visualization of Molecular Paths,1,9,6,5,4,2,7,8,3,10,270
"TITLE: Symmetry in Scalar field Topology WORDS: new, users, use, design, visualizations, interactive, used, novel, different, study",Symmetry in Scalar field Topology,2,1,6,3,7,8,9,4,5,10,271
"TITLE: A Scale Space Based Persistence Measure for Critical Points in 2D Scalar fields WORDS: flow, tasks, users, use, design, visualizations, interactive, volume, different, study",A Scale Space Based Persistence Measure for Critical Points in 2D Scalar fields,9,1,7,10,2,4,8,6,3,5,272
"TITLE: Evaluation of Trend Localization with Multi-Variate Visualizations WORDS: new, novel, users, use, design, visualizations, interactive, used, space, large",Evaluation of Trend Localization with Multi-Variate Visualizations,4,1,10,6,9,8,7,3,5,2,273
"TITLE: Straightening Tubular Flow for Side-by-Side Visualization WORDS: users, use, design, visualizations, interactive, new, volume, flow, tasks, used",Straightening Tubular Flow for Side-by-Side Visualization,3,1,7,10,5,6,9,2,4,8,274
"TITLE: Vortex Visualization in Ultra Low Reynolds Number Insect Flight WORDS: users, use, design, visualizations, interactive, volume, used, different, study, technique",Vortex Visualization in Ultra Low Reynolds Number Insect Flight,9,1,4,7,3,2,10,5,8,6,275
"TITLE: Two-Dimensional Time-Dependent Vortex Regions Based on the Acceleration Magnitude WORDS: new, users, use, design, visualizations, interactive, novel, used, different, study",Two-Dimensional Time-Dependent Vortex Regions Based on the Acceleration Magnitude,2,6,5,9,10,3,1,7,4,8,276
"TITLE: Adaptive Extraction and Quantification of Geophysical Vortices WORDS: volume, users, use, design, visualizations, interactive, new, used, space, large",Adaptive Extraction and Quantification of Geophysical Vortices,3,7,6,10,1,4,9,2,5,8,277
"TITLE: FoamVis: Visualization of 2D Foam Simulation Data WORDS: users, use, design, visualizations, interactive, used, different, study, technique, time",FoamVis: Visualization of 2D Foam Simulation Data,9,5,4,3,8,10,6,1,2,7,278
"TITLE: WYSIWYG (What You See is What You Get) Volume Visualization WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",WYSIWYG (What You See is What You Get) Volume Visualization,5,7,10,9,8,3,4,1,6,2,279
"TITLE: Interactive Volume Visualization of General Polyhedral Grids WORDS: users, use, design, visualizations, interactive, space, large, used, volume, new",Interactive Volume Visualization of General Polyhedral Grids,4,1,7,8,5,6,3,10,2,9,280
"TITLE: Image Plane Sweep Volume Illumination WORDS: users, use, design, visualizations, interactive, space, large, flow, tasks, used",Image Plane Sweep Volume Illumination,4,3,2,5,6,7,10,8,1,9,281
"TITLE: Interactive Multiscale Tensor Reconstruction for Multiresolution Volume Visualization WORDS: new, volume, users, use, design, visualizations, interactive, novel, space, large",Interactive Multiscale Tensor Reconstruction for Multiresolution Volume Visualization,2,8,3,6,4,1,7,5,10,9,282
"TITLE: An Efficient Direct Volume Rendering Approach for Dichromats WORDS: users, use, design, visualizations, interactive, used, different, study, technique, time",An Efficient Direct Volume Rendering Approach for Dichromats,2,4,3,10,7,6,1,5,8,9,283
"TITLE: Interactive Virtual Probing of 4D MRI Blood-Flow WORDS: new, users, use, design, visualizations, interactive, space, large, flow, tasks",Interactive Virtual Probing of 4D MRI Blood-Flow,1,10,2,4,7,9,8,6,3,5,284
"TITLE: Crepuscular Rays for Tumor Accessibility Planning WORDS: users, use, design, visualizations, interactive, space, large, different, study, technique",Crepuscular Rays for Tumor Accessibility Planning,9,2,3,6,5,1,4,10,8,7,285
"TITLE: Distance Visualization for Interactive 3D Implant Planning WORDS: used, new, space, large, users, use, design, visualizations, interactive, flow",Distance Visualization for Interactive 3D Implant Planning,2,1,3,10,4,7,6,5,9,8,286
"TITLE: The FLOWLENS: A Focus-and-Context Visualization Approach for Exploration of Blood Flow in Cerebral Aneurysms WORDS: used, new, users, use, design, visualizations, interactive, volume, novel, space",The FLOWLENS: A Focus-and-Context Visualization Approach for Exploration of Blood Flow in Cerebral Aneurysms,4,10,5,3,2,1,7,9,6,8,287
"TITLE: Projection-Based Metal-Artifact Reduction for Industrial 3D X-ray Computed Tomography WORDS: users, use, design, visualizations, interactive, used, new, flow, tasks, different",Projection-Based Metal-Artifact Reduction for Industrial 3D X-ray Computed Tomography,1,2,4,3,5,7,8,9,10,6,288
"TITLE: Quality Metrics in High-Dimensional Data Visualization: An Overview and Systematization WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Quality Metrics in High-Dimensional Data Visualization: An Overview and Systematization,8,3,10,9,7,1,6,2,5,4,289
"TITLE: Benefitting InfoVis with Visual Difficulties WORDS: new, users, use, design, visualizations, interactive, novel, used, volume, different",Benefitting InfoVis with Visual Difficulties,9,1,5,7,6,3,10,4,2,8,290
"TITLE: Product Plots WORDS: new, users, use, design, visualizations, interactive, used, volume, novel, different",Product Plots,2,7,5,3,10,6,9,4,1,8,291
"TITLE: Visualization Rhetoric: Framing Effects in Narrative Visualization WORDS: new, space, large, novel, volume, used, flow, tasks, users, use",Visualization Rhetoric: Framing Effects in Narrative Visualization,1,4,10,6,5,3,7,2,9,8,292
"TITLE: Adaptive Privacy-Preserving Visualization Using Parallel Coordinates WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Adaptive Privacy-Preserving Visualization Using Parallel Coordinates,3,9,1,5,7,2,10,6,8,4,293
"TITLE: Context-Preserving Visual Links WORDS: users, use, design, visualizations, interactive, new, used, different, study, technique",Context-Preserving Visual Links,10,2,1,3,9,6,8,4,7,5,294
"TITLE:  WORDS: new, novel, users, use, design, visualizations, interactive, space, large, used",,6,1,10,8,4,3,7,5,9,2,295
"TITLE: Developing and Evaluating Quilts for the Depiction of Large Layered Graphs WORDS: users, use, design, visualizations, interactive, used, new, different, study, technique",Developing and Evaluating Quilts for the Depiction of Large Layered Graphs,2,3,8,7,9,1,4,5,10,6,296
"TITLE: Arc Length-Based Aspect Ratio Selection WORDS: users, use, design, visualizations, interactive, used, new, flow, tasks, different",Arc Length-Based Aspect Ratio Selection,9,1,6,2,4,5,7,3,8,10,297
"TITLE: Asymmetric Relations in Longitudinal Social Networks WORDS: new, users, use, design, visualizations, interactive, used, space, large, novel",Asymmetric Relations in Longitudinal Social Networks,4,3,10,5,6,1,7,2,9,8,298
"TITLE:  WORDS: users, use, design, visualizations, interactive, new, space, large, different, study",,10,2,7,1,3,6,9,8,4,5,299
"TITLE: D&#x0B3; Data-Driven Documents WORDS: new, used, flow, tasks, users, use, design, visualizations, interactive, volume",D&#x0B3; Data-Driven Documents,7,1,9,2,4,3,5,6,10,8,300
"TITLE: Flexible Linked Axes for Multivariate Data Visualization WORDS: users, use, design, visualizations, interactive, new, space, large, different, study",Flexible Linked Axes for Multivariate Data Visualization,6,7,1,10,3,5,4,8,9,2,301
"TITLE: Synthetic Generation of High-Dimensional Datasets WORDS: new, users, use, design, visualizations, interactive, novel, different, study, technique",Synthetic Generation of High-Dimensional Datasets,6,1,8,2,3,5,10,4,7,9,302
"TITLE: Stereoscopic Highlighting: 2D Graph Visualization on Stereo Displays WORDS: used, space, large, new, users, use, design, visualizations, interactive, novel",Stereoscopic Highlighting: 2D Graph Visualization on Stereo Displays,2,3,4,8,1,5,9,6,7,10,303
"TITLE: In Situ Exploration of Large Dynamic Networks WORDS: users, use, design, visualizations, interactive, new, space, large, different, study",In Situ Exploration of Large Dynamic Networks,6,3,10,7,9,5,8,2,4,1,304
"TITLE: Parallel Edge Splatting for Scalable Dynamic Graph Visualization WORDS: used, new, volume, users, use, design, visualizations, interactive, space, large",Parallel Edge Splatting for Scalable Dynamic Graph Visualization,8,6,9,1,5,2,3,4,7,10,305
"TITLE: Divided Edge Bundling for Directional Network Data WORDS: space, large, volume, users, use, design, visualizations, interactive, new, used",Divided Edge Bundling for Directional Network Data,6,2,7,8,10,1,5,4,3,9,306
"TITLE: Skeleton-Based Edge Bundling for Graph Visualization WORDS: space, large, users, use, design, visualizations, interactive, used, different, study",Skeleton-Based Edge Bundling for Graph Visualization,5,1,3,6,4,2,9,7,10,8,307
"TITLE: BirdVis: Visualizing and Understanding Bird Populations WORDS: users, use, design, visualizations, interactive, new, space, large, different, study",BirdVis: Visualizing and Understanding Bird Populations,3,6,4,9,1,8,10,5,7,2,308
"TITLE: BallotMaps: Detecting Name Bias in Alphabetically Ordered Ballot Papers WORDS: users, use, design, visualizations, interactive, new, space, large, different, study",BallotMaps: Detecting Name Bias in Alphabetically Ordered Ballot Papers,2,1,3,4,9,8,10,5,7,6,309
"TITLE: Sequence Surveyor: Leveraging Overview for Scalable Genomic Alignment Visualization WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Sequence Surveyor: Leveraging Overview for Scalable Genomic Alignment Visualization,2,8,10,3,9,4,7,5,6,1,310
"TITLE: Visualization of Parameter Space for Image Analysis WORDS: users, use, design, visualizations, interactive, new, used, flow, tasks, different",Visualization of Parameter Space for Image Analysis,5,6,10,3,4,1,8,2,9,7,311
"TITLE: TextFlow: Towards Better Understanding of Evolving Topics in Text WORDS: used, new, users, use, design, visualizations, interactive, volume, novel, space",TextFlow: Towards Better Understanding of Evolving Topics in Text,6,1,3,7,5,9,4,10,2,8,312
"TITLE: Exploratory Analysis of Time-Series with ChronoLenses WORDS: used, users, use, design, visualizations, interactive, different, study, technique, time",Exploratory Analysis of Time-Series with ChronoLenses,1,7,9,5,8,2,3,10,6,4,313
"TITLE: CloudLines: Compact Display of Event Episodes in Multiple Time-Series WORDS: users, use, design, visualizations, interactive, new, used, different, study, technique",CloudLines: Compact Display of Event Episodes in Multiple Time-Series,3,4,10,2,5,6,9,7,8,1,314
"TITLE:  WORDS: new, users, use, design, visualizations, interactive, volume, used, novel, different",,2,4,7,1,5,3,9,10,8,6,315
"TITLE: TreeNetViz: Revealing Patterns of Networks over Tree Structures WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",TreeNetViz: Revealing Patterns of Networks over Tree Structures,3,7,4,10,8,5,1,6,2,9,316
"TITLE: Improved Similarity Trees and their Application to Visual Data Classification WORDS: new, used, novel, users, use, design, visualizations, interactive, space, large",Improved Similarity Trees and their Application to Visual Data Classification,6,4,10,5,9,3,2,8,1,7,317
"TITLE: A Study on Dual-Scale Data Charts WORDS: new, novel, users, use, design, visualizations, interactive, used, space, large",A Study on Dual-Scale Data Charts,3,1,9,7,10,5,4,2,6,8,318
"TITLE: Evaluation of Artery Visualizations for Heart Disease Diagnosis WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Evaluation of Artery Visualizations for Heart Disease Diagnosis,1,2,7,3,5,4,10,6,8,9,319
"TITLE: Exploring Ambient and Artistic Visualization for Residential Energy Use Feedback WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Exploring Ambient and Artistic Visualization for Residential Energy Use Feedback,8,3,2,10,6,1,5,7,9,4,320
"TITLE: Human-Centered Approaches in Geovisualization Design: Investigating Multiple Methods Through a Long-Term Case Study WORDS: space, large, users, use, design, visualizations, interactive, used, different, study",Human-Centered Approaches in Geovisualization Design: Investigating Multiple Methods Through a Long-Term Case Study,5,10,1,3,8,4,6,9,7,2,321
"TITLE: Visual Thinking In Action: Visualizations As Used On Whiteboards WORDS: used, users, use, design, visualizations, interactive, new, space, large, different",Visual Thinking In Action: Visualizations As Used On Whiteboards,4,3,7,8,2,6,9,5,10,1,322
