name,group,T0,T1,T2,T3,T4,T5,T6,T7,T8,T8,ID
"TITLE: MotionExplorer: Exploratory Search in Human Motion Capture Data Based on Hierarchical Aggregation WORDS: users, use, design, visualizations, interactive, new, used, space, large, different",MotionExplorer: Exploratory Search in Human Motion Capture Data Based on Hierarchical Aggregation,0.106779402037,0.129525068218,0.112481944038,0.0755228573401,0.0953048767304,0.108738674311,0.0762112952758,0.103972836985,0.0932742163445,0.0981888287192,30
"TITLE: Supporting the Visual Analysis of Dynamic Networks by Clustering associated Temporal Attributes WORDS: users, use, design, visualizations, interactive, new, used, space, large, different",Supporting the Visual Analysis of Dynamic Networks by Clustering associated Temporal Attributes,0.0826770228212,0.0907529757546,0.114150273235,0.113332064196,0.101051775966,0.116303211315,0.073424807209,0.109575337863,0.0958800036376,0.102852528002,31
"TITLE: LineUp: Visual Analysis of Multi-Attribute Rankings WORDS: users, use, design, visualizations, interactive, new, used, flow, tasks, space",LineUp: Visual Analysis of Multi-Attribute Rankings,0.0998563432728,0.101218325452,0.103748644882,0.0805249721927,0.0841819502022,0.112388364345,0.1069399731,0.106648710507,0.100815217266,0.10367749878,32
"TITLE: A Model for Structure-Based Comparison of Many Categories in Small-Multiple Displays WORDS: new, users, use, design, visualizations, interactive, volume, used, novel, flow",A Model for Structure-Based Comparison of Many Categories in Small-Multiple Displays,0.114144072547,0.116058358953,0.0885466581043,0.121786929627,0.105271982782,0.10181202178,0.0972188264528,0.0661542715351,0.100407976456,0.0885989017628,33
"TITLE: Common Angle Plots as Perception-True Visualizations of Categorical Associations WORDS: users, use, design, visualizations, interactive, new, flow, tasks, used, different",Common Angle Plots as Perception-True Visualizations of Categorical Associations,0.110481790203,0.084088317474,0.0937067115822,0.0959162393574,0.0999752048662,0.112837710604,0.114030761348,0.0932812042769,0.0929375570275,0.102744503261,34
"TITLE: What Makes a Visualization Memorable? WORDS: new, users, use, design, visualizations, interactive, novel, used, different, study",What Makes a Visualization Memorable?,0.113166612809,0.0719284945527,0.0772936090844,0.0902152614696,0.0882937694011,0.121816398002,0.0912501065322,0.108280290111,0.127445407273,0.110310050765,35
"TITLE: Perception of Average Value in Multiclass Scatterplots WORDS: users, use, design, visualizations, interactive, different, study, technique, time, method",Perception of Average Value in Multiclass Scatterplots,0.12368802212,0.105488471531,0.113140846305,0.0925950851873,0.0831963567685,0.0796541057927,0.0893791757785,0.1071584806,0.077010198101,0.128689257816,36
"TITLE: Selecting the Aspect Ratio of a Scatter Plot Based on Its Delaunay Triangulation WORDS: users, use, design, visualizations, interactive, used, new, different, study, technique",Selecting the Aspect Ratio of a Scatter Plot Based on Its Delaunay Triangulation,0.0996234627032,0.0932400356023,0.093158967077,0.111903301709,0.0852028100979,0.111576821485,0.107004153376,0.1041671658,0.0869325703567,0.107190711793,37
"TITLE:  WORDS: used, space, large, users, use, design, visualizations, interactive, new, flow",,0.0688986432416,0.124255185172,0.102560251007,0.124499373059,0.0868722657541,0.132192968763,0.0940760700442,0.111273166347,0.0765159235992,0.0788561530128,38
"TITLE: Hybrid-Image Visualization for Large Viewing Environments WORDS: users, use, design, visualizations, interactive, new, space, large, different, study",Hybrid-Image Visualization for Large Viewing Environments,0.133178151273,0.0924885917578,0.1065810284,0.0793366084883,0.0920772843903,0.0951503203453,0.0894398101012,0.111352250325,0.0942626145644,0.106133340354,39
"TITLE: An Empirically-Derived Taxonomy of Interaction Primitives for Interactive Cartography and Geovisualization WORDS: new, users, use, design, visualizations, interactive, used, space, large, flow",An Empirically-Derived Taxonomy of Interaction Primitives for Interactive Cartography and Geovisualization,0.102322042191,0.100937391841,0.0939194293708,0.0990784316118,0.0727765238911,0.117504935518,0.10258318956,0.111872524494,0.101930238146,0.0970752933759,40
"TITLE: A Design Space of Visualization Tasks WORDS: users, use, design, visualizations, interactive, new, used, different, study, technique",A Design Space of Visualization Tasks,0.137378754298,0.112490869797,0.103267373298,0.0873778498845,0.0767124830636,0.107067723745,0.0880543868316,0.0950656783965,0.0957140136744,0.0968708670122,41
"TITLE: A Multi-Level Typology of Abstract Visualization Tasks WORDS: volume, users, use, design, visualizations, interactive, space, large, used, new",A Multi-Level Typology of Abstract Visualization Tasks,0.103754703934,0.101428485269,0.101067480249,0.117884604941,0.11757509867,0.10803608895,0.0723143836497,0.10851922926,0.0775511489247,0.0918687761518,42
"TITLE: Information Visualization and Proxemics: Design Opportunities and Empirical findings WORDS: users, use, design, visualizations, interactive, space, large, used, new, different",Information Visualization and Proxemics: Design Opportunities and Empirical findings,0.10477751695,0.0971649230531,0.124649273844,0.0759959097701,0.0801482498816,0.117688654694,0.0910497386201,0.118560672617,0.086652953644,0.103312106927,43
"TITLE: An Interaction Model for Visualizations Beyond The Desktop WORDS: new, space, large, used, novel, volume, flow, tasks, users, use",An Interaction Model for Visualizations Beyond The Desktop,0.0897268645876,0.102222633518,0.0888236858249,0.11675476376,0.100948365215,0.109572338526,0.0953807586,0.117335751964,0.103941161192,0.0752936768118,44
"TITLE: A Deeper Understanding of Sequence in Narrative Visualization WORDS: users, use, design, visualizations, interactive, volume, different, study, technique, time",A Deeper Understanding of Sequence in Narrative Visualization,0.103334555414,0.124835540944,0.105107817753,0.0715822162434,0.121568293741,0.0859293355581,0.0981973460617,0.0931162088905,0.0797742171571,0.116554468238,45
"TITLE: SketchStory: Telling More Engaging Stories with Data through Freeform Sketching WORDS: users, use, design, visualizations, interactive, volume, flow, tasks, new, used",SketchStory: Telling More Engaging Stories with Data through Freeform Sketching,0.0812176717498,0.0998582984105,0.0768312636809,0.107580337323,0.124057263967,0.106707887258,0.121359676398,0.0817552806845,0.0946607011976,0.105971619331,46
"TITLE: Using Concrete Scales: A Practical Framework for Effective Visual Depiction of Complex Measures WORDS: users, use, design, visualizations, interactive, new, space, large, used, different",Using Concrete Scales: A Practical Framework for Effective Visual Depiction of Complex Measures,0.111197913748,0.114517264545,0.0944727518495,0.0888449662341,0.0809681044683,0.115688920362,0.0734572113678,0.116863928712,0.100289317907,0.103699620807,47
"TITLE: StoryFlow: Tracking the Evolution of Stories WORDS: space, large, volume, users, use, design, visualizations, interactive, used, new",StoryFlow: Tracking the Evolution of Stories,0.0998061241985,0.123969038263,0.104374274304,0.0988986136838,0.106902938277,0.102859250815,0.0899214967839,0.109452831894,0.079753504127,0.0840619276539,48
"TITLE: Visual Sedimentation WORDS: new, users, use, design, visualizations, interactive, used, volume, flow, tasks",Visual Sedimentation,0.103368425519,0.0971193266316,0.0957928098767,0.111497154853,0.106171377744,0.107463156072,0.101348296794,0.0931746599149,0.0944779407246,0.0895868518706,49
"TITLE: Nanocubes for Real-Time Exploration of Spatiotemporal Datasets WORDS: used, new, space, large, volume, users, use, design, visualizations, interactive",Nanocubes for Real-Time Exploration of Spatiotemporal Datasets,0.137012909766,0.0978996105252,0.0672502292196,0.0877692046234,0.105287232292,0.128663764908,0.0694888042361,0.124885081851,0.100349355398,0.0813938071817,50
"TITLE: Visualizing Request-Flow Comparison to Aid Performance Diagnosis in Distributed Systems WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Visualizing Request-Flow Comparison to Aid Performance Diagnosis in Distributed Systems,0.111294838975,0.10825820805,0.0792081262937,0.114995290556,0.0997976493916,0.104005260692,0.0947605605076,0.0731116258117,0.102812672149,0.111755767572,51
"TITLE: Evaluation of filesystem Provenance Visualization Tools WORDS: new, users, use, design, visualizations, interactive, used, novel, different, study",Evaluation of filesystem Provenance Visualization Tools,0.142673118891,0.125163462531,0.104315407287,0.0667670823737,0.0888480791373,0.111057388278,0.0744484063217,0.0903015636617,0.0986616369116,0.0977638546072,52
"TITLE: Visualizing Fuzzy Overlapping Communities in Networks WORDS: users, use, design, visualizations, interactive, new, different, study, technique, time",Visualizing Fuzzy Overlapping Communities in Networks,0.118264941077,0.0858835481409,0.110927496804,0.0890317565282,0.0782267230052,0.104990708605,0.0785452074205,0.0976621334114,0.111550536398,0.12491694861,53
"TITLE: Radial Sets: Interactive Visual Analysis of Large Overlapping Sets WORDS: users, use, design, visualizations, interactive, used, space, large, different, study",Radial Sets: Interactive Visual Analysis of Large Overlapping Sets,0.106492284439,0.103021778607,0.119622975084,0.110235052072,0.0833001349801,0.113998201308,0.0754580587852,0.106900509697,0.0756369574233,0.105334047606,54
"TITLE: SoccerStories: A Kick-off for Visual Soccer Analysis WORDS: new, users, use, design, visualizations, interactive, novel, space, large, different",SoccerStories: A Kick-off for Visual Soccer Analysis,0.129097262973,0.0903610588865,0.118144643899,0.0953194845419,0.0890051869961,0.0620181669921,0.0945561349744,0.109506401009,0.114591787037,0.0973998726904,55
"TITLE: Creative User-Centered Visualization Design for Energy Analysts and Modelers WORDS: used, users, use, design, visualizations, interactive, space, large, new, different",Creative User-Centered Visualization Design for Energy Analysts and Modelers,0.106063262374,0.0878063103913,0.0898842991976,0.108603979108,0.0825199777651,0.129368965417,0.0884695710672,0.117556290259,0.0921860422202,0.0975413022013,56
